"agreement_label","agreement_confidence","comment_id","topic","error"
"Disagree",0.92,"racial_comment_142293","Diversity and Immigration in North America",NA
"Disagree",0.95,"racial_comment_142297","Diversity and Immigration in North America",NA
"Disagree",0.95,"racial_comment_142294","Diversity and Immigration in North America",NA
"Disagree",0.92,"racial_comment_142357","Diversity and Immigration in North America",NA
"Agree",0.88,"racial_comment_142356","Diversity and Immigration in North America",NA
"Neither/Unclear",0.4,"racial_comment_142388","Diversity and Immigration in North America",NA
"Disagree",0.92,"racial_comment_142378","Diversity and Immigration in North America",NA
"Disagree",0.92,"racial_comment_142390","Diversity and Immigration in North America",NA
"Neither/Unclear",0.6,"racial_comment_142407","Population Growth and Economic Implications",NA
"Agree",0.85,"racial_comment_142355","Diversity and Immigration in North America",NA
"Mixed/Ambiguous",0.7,"racial_comment_142392","Diversity and Immigration in North America",NA
"Mixed/Ambiguous",0.7,"racial_comment_142409","Population Growth and Economic Implications",NA
"Disagree",0.92,"racial_comment_142377","Diversity and Immigration in North America",NA
"Disagree",0.92,"racial_comment_142222","Diversity and Immigration in North America",NA
"Agree",0.92,"racial_comment_142258","Population Growth and Economic Implications",NA
"Agree",0.85,"racial_comment_142490","Diversity and Immigration in North America",NA
"Disagree",0.92,"racial_comment_142538","Diversity and Immigration in North America",NA
"Agree",0.88,"racial_comment_142414","Diversity and Immigration in North America",NA
"Mixed/Ambiguous",0.7,"racial_comment_142439","Diversity and Immigration in North America",NA
"Disagree",0.95,"racial_comment_142540","Diversity and Immigration in North America",NA
"Neither/Unclear",0.6,"racial_comment_142440","Diversity and Immigration in North America",NA
"Agree",0.85,"racial_comment_142598","Diversity and Immigration in North America",NA
"Agree",0.92,"racial_comment_142542","Diversity and Immigration in North America",NA
"Mixed/Ambiguous",0.7,"racial_comment_142599","Diversity and Immigration in North America",NA
"Disagree",0.85,"racial_comment_142753","Diversity and Immigration in North America",NA
"Mixed/Ambiguous",0.7,"racial_comment_142715","Population Growth and Economic Implications",NA
"Mixed/Ambiguous",0.78,"racial_comment_142708","Population Growth and Economic Implications",NA
"Agree",0.88,"racial_comment_142713","Population Growth and Economic Implications",NA
"Mixed/Ambiguous",0.78,"racial_comment_142597","Diversity and Immigration in North America",NA
"Agree",0.88,"racial_comment_142714","Population Growth and Economic Implications",NA
"Disagree",0.95,"racial_comment_142775","Population Growth and Economic Implications",NA
"Disagree",0.92,"racial_comment_142774","Population Growth and Economic Implications",NA
"Disagree",0.95,"racial_comment_142773","Population Growth and Economic Implications",NA
"Mixed/Ambiguous",0.78,"racial_comment_142804","Population Growth and Economic Implications",NA
"Agree",0.88,"racial_comment_142806","Population Growth and Economic Implications",NA
"Agree",0.88,"racial_comment_142848","Political Polarization in Immigration Policies",NA
"Mixed/Ambiguous",0.78,"racial_comment_142803","Population Growth and Economic Implications",NA
"Neither/Unclear",0.65,"racial_comment_142855","Diversity and Immigration in North America",NA
"Neither/Unclear",0.5,"racial_comment_142856","Diversity and Immigration in North America",NA
"Agree",0.85,"racial_comment_143043","Diversity and Immigration in North America",NA
"Disagree",0.95,"racial_comment_142877","Political Polarization in Immigration Policies",NA
"Mixed/Ambiguous",0.78,"racial_comment_142871","Population Growth and Economic Implications",NA
"Mixed/Ambiguous",0.78,"racial_comment_143046","Diversity and Immigration in North America",NA
"Neither/Unclear",0.6,"racial_comment_143206","Diversity and Immigration in North America",NA
"Mixed/Ambiguous",0.78,"racial_comment_143061","Diversity and Immigration in North America",NA
"Mixed/Ambiguous",0.78,"racial_comment_143108","Diversity and Immigration in North America",NA
"Mixed/Ambiguous",0.65,"racial_comment_143205","Diversity and Immigration in North America",NA
"Disagree",0.92,"racial_comment_143234","Diversity and Immigration in North America",NA
"Agree",0.95,"racial_comment_143253","Diversity and Immigration in North America",NA
"Agree",0.92,"racial_comment_143251","Diversity and Immigration in North America",NA
"Mixed/Ambiguous",0.7,"racial_comment_143254","Diversity and Immigration in North America",NA
"Mixed/Ambiguous",0.78,"racial_comment_143291","Diversity and Immigration in North America",NA
"Disagree",0.85,"racial_comment_143320","Diversity and Immigration in North America",NA
"Disagree",0.92,"racial_comment_143323","Diversity and Immigration in North America",NA
"Disagree",0.92,"racial_comment_143342","Diversity and Immigration in North America",NA
"Disagree",0.85,"racial_comment_143273","Population Growth and Economic Implications",NA
"Agree",0.85,"racial_comment_143624","Diversity and Immigration in North America",NA
"Agree",0.85,"racial_comment_143678","Diversity and Immigration in North America",NA
"Disagree",0.92,"racial_comment_143349","Diversity and Immigration in North America",NA
"Mixed/Ambiguous",0.7,"racial_comment_143494","Diversity and Immigration in North America",NA
"Disagree",0.85,"racial_comment_143688","Population Growth and Economic Implications",NA
"Disagree",0.92,"racial_comment_143190","Diversity and Immigration in North America",NA
"Agree",0.88,"racial_comment_143714","Diversity and Immigration in North America",NA
"Disagree",0.95,"racial_comment_143759","Diversity and Immigration in North America",NA
"Agree",0.92,"racial_comment_143789","Diversity and Immigration in North America",NA
"Disagree",0.92,"racial_comment_143801","Diversity and Immigration in North America",NA
"Neither/Unclear",0.6,"racial_comment_143855","Diversity and Immigration in North America",NA
"Disagree",0.92,"racial_comment_143864","Diversity and Immigration in North America",NA
"Disagree",0.95,"racial_comment_143348","Diversity and Immigration in North America",NA
"Mixed/Ambiguous",0.78,"racial_comment_143886","Population Growth and Economic Implications",NA
"Agree",0.85,"racial_comment_143904","Diversity and Immigration in North America",NA
"Mixed/Ambiguous",0.78,"racial_comment_143842","Population Growth and Economic Implications",NA
"Disagree",0.88,"racial_comment_143627","Diversity and Immigration in North America",NA
"Mixed/Ambiguous",0.78,"racial_comment_143889","Population Growth and Economic Implications",NA
"Agree",0.88,"racial_comment_143925","Diversity and Immigration in North America",NA
"Disagree",0.92,"racial_comment_143956","Diversity and Immigration in North America",NA
"Disagree",0.85,"racial_comment_143715","Diversity and Immigration in North America",NA
"Mixed/Ambiguous",0.78,"racial_comment_143983","Diversity and Immigration in North America",NA
"Disagree",0.92,"racial_comment_144200","Population Growth and Economic Implications",NA
"Disagree",0.92,"racial_comment_144307","Diversity and Immigration in North America",NA
"Disagree",0.85,"racial_comment_144358","Diversity and Immigration in North America",NA
"Disagree",0.92,"racial_comment_143995","Diversity and Immigration in North America",NA
"Agree",0.85,"racial_comment_144407","Population Growth and Economic Implications",NA
"Disagree",0.92,"racial_comment_144468","Diversity and Immigration in North America",NA
"Disagree",0.85,"racial_comment_144390","Diversity and Immigration in North America",NA
"Agree",0.88,"racial_comment_144515","Population Growth and Economic Implications",NA
"Disagree",0.99,"racial_comment_144356","Diversity and Immigration in North America",NA
"Neither/Unclear",0.6,"racial_comment_144393","Diversity and Immigration in North America",NA
"Disagree",0.85,"racial_comment_143493","Diversity and Immigration in North America",NA
"Disagree",0.92,"racial_comment_144524","Diversity and Immigration in North America",NA
"Mixed/Ambiguous",0.78,"racial_comment_144360","Diversity and Immigration in North America",NA
"Mixed/Ambiguous",0.78,"racial_comment_144530","Population Growth and Economic Implications",NA
"Disagree",0.95,"racial_comment_144592","Unintended Consequences of Woke Discourse",NA
"Disagree",0.92,"racial_comment_144392","Diversity and Immigration in North America",NA
"Mixed/Ambiguous",0.78,"racial_comment_144391","Diversity and Immigration in North America",NA
"Disagree",0.85,"racial_comment_144626","Population Growth and Economic Implications",NA
"Mixed/Ambiguous",0.7,"racial_comment_144533","Diversity and Immigration in North America",NA
"Disagree",0.88,"racial_comment_144768","Diversity and Immigration in North America",NA
"Disagree",0.92,"racial_comment_144627","Population Growth and Economic Implications",NA
"Disagree",0.92,"racial_comment_144663","Diversity and Immigration in North America",NA
"Neither/Unclear",0.6,"racial_comment_144545","Diversity and Immigration in North America",NA
"Mixed/Ambiguous",0.78,"racial_comment_144775","Diversity and Immigration in North America",NA
"Mixed/Ambiguous",0.78,"racial_comment_144792","Diversity and Immigration in North America",NA
"Disagree",0.85,"racial_comment_144648","Diversity and Immigration in North America",NA
"Agree",0.85,"racial_comment_144865","Diversity and Immigration in North America",NA
"Disagree",0.85,"racial_comment_144879","Diversity and Immigration in North America",NA
"Mixed/Ambiguous",0.78,"racial_comment_144905","Diversity and Immigration in North America",NA
"Agree",0.9,"racial_comment_144948","Diversity and Immigration in North America",NA
"Disagree",0.92,"racial_comment_144909","Diversity and Immigration in North America",NA
"Mixed/Ambiguous",0.78,"racial_comment_144907","Diversity and Immigration in North America",NA
"Agree",0.85,"racial_comment_144906","Diversity and Immigration in North America",NA
"Disagree",0.92,"racial_comment_144952","Diversity and Immigration in North America",NA
"Disagree",0.92,"racial_comment_144917","Population Growth and Economic Implications",NA
"Neither/Unclear",0.6,"racial_comment_144827","Population Growth and Economic Implications",NA
"Mixed/Ambiguous",0.7,"racial_comment_144994","Diversity and Immigration in North America",NA
"Mixed/Ambiguous",0.65,"racial_comment_144995","Diversity and Immigration in North America",NA
"Disagree",0.85,"racial_comment_144996","Diversity and Immigration in North America",NA
"Mixed/Ambiguous",0.7,"racial_comment_144918","Population Growth and Economic Implications",NA
"Neither/Unclear",0.55,"racial_comment_145047","Population Growth and Economic Implications",NA
"Agree",0.85,"racial_comment_145050","Population Growth and Economic Implications",NA
"Disagree",0.92,"racial_comment_144951","Diversity and Immigration in North America",NA
"Neither/Unclear",0.5,"racial_comment_145081","Asian Population Dynamics and Implications",NA
"Disagree",0.92,"racial_comment_144866","Diversity and Immigration in North America",NA
"Disagree",0.92,"racial_comment_145049","Population Growth and Economic Implications",NA
"Disagree",0.85,"racial_comment_145209","Diversity and Immigration in North America",NA
"Agree",0.85,"racial_comment_145113","Diversity and Immigration in North America",NA
"Mixed/Ambiguous",0.7,"racial_comment_145178","Diversity and Immigration in North America",NA
"Disagree",0.92,"racial_comment_145180","Diversity and Immigration in North America",NA
"Disagree",0.85,"racial_comment_145216","Population Growth and Economic Implications",NA
"Agree",0.92,"racial_comment_145253","Population Growth and Economic Implications",NA
"Mixed/Ambiguous",0.78,"racial_comment_145335","Population Growth and Economic Implications",NA
"Disagree",0.92,"racial_comment_145218","Diversity and Immigration in North America",NA
"Agree",0.92,"racial_comment_145292","Diversity and Immigration in North America",NA
