"stance_label","stance_confidence","comment_id","error"
"Neutral/Unclear",0.95,"climate_comment_250545",NA
"Neutral/Unclear",0.85,"climate_comment_174128",NA
"Neutral/Unclear",0.95,"climate_comment_258552",NA
"Neutral/Unclear",0.75,"climate_comment_256287",NA
"Climate Skeptic",0.85,"climate_comment_211318",NA
"Neutral/Unclear",0.9,"climate_comment_275374",NA
"Neutral/Unclear",0.85,"climate_comment_207196",NA
"Neutral/Unclear",0.75,"climate_comment_260973",NA
"Neutral/Unclear",0.95,"climate_comment_230757",NA
"Climate Believer",0.85,"climate_comment_196720",NA
"Neutral/Unclear",0.85,"climate_comment_196722",NA
"Climate Believer",0.85,"climate_comment_197476",NA
"Neutral/Unclear",0.85,"climate_comment_208395",NA
"Neutral/Unclear",0.95,"climate_comment_223079",NA
"Neutral/Unclear",0.85,"climate_comment_226151",NA
"Neutral/Unclear",0.85,"climate_comment_231022",NA
"Climate Skeptic",0.85,"climate_comment_241065",NA
"Climate Skeptic",0.85,"climate_comment_245704",NA
"Neutral/Unclear",0.75,"climate_comment_193399",NA
"Climate Believer",0.95,"climate_comment_207256",NA
"Climate Skeptic",0.85,"climate_comment_189127",NA
"Climate Believer",0.85,"climate_comment_226150",NA
"Climate Believer",0.9,"climate_comment_210629",NA
"Neutral/Unclear",0.85,"climate_comment_236846",NA
"Climate Skeptic",0.85,"climate_comment_189122",NA
"Climate Believer",0.85,"climate_comment_277058",NA
"Climate Skeptic",0.85,"climate_comment_175442",NA
"Climate Believer",0.85,"climate_comment_236845",NA
"Climate Skeptic",0.92,"climate_comment_255892",NA
"Climate Believer",0.85,"climate_comment_226152",NA
"Neutral/Unclear",0.85,"climate_comment_221488",NA
"Neutral/Unclear",0.85,"climate_comment_211972",NA
"Neutral/Unclear",0.75,"climate_comment_277826",NA
"Climate Believer",0.85,"climate_comment_189126",NA
"Neutral/Unclear",0.85,"climate_comment_198613",NA
"Climate Believer",0.85,"climate_comment_268112",NA
"Climate Skeptic",0.85,"climate_comment_260237",NA
"Climate Skeptic",0.85,"climate_comment_213499",NA
"Neutral/Unclear",0.75,"climate_comment_230677",NA
"Neutral/Unclear",0.85,"climate_comment_238252",NA
"Climate Skeptic",0.85,"climate_comment_268113",NA
"Neutral/Unclear",0.85,"climate_comment_260238",NA
"Neutral/Unclear",0.85,"climate_comment_262861",NA
"Neutral/Unclear",0.9,"climate_comment_229469",NA
"Neutral/Unclear",0.95,"climate_comment_268114",NA
"Neutral/Unclear",0.85,"climate_comment_268115",NA
"Neutral/Unclear",0.85,"climate_comment_258820",NA
"Climate Skeptic",0.85,"climate_comment_270905",NA
"Climate Believer",0.85,"climate_comment_270903",NA
"Neutral/Unclear",0.75,"climate_comment_189123",NA
"Neutral/Unclear",0.85,"climate_comment_269812",NA
"Neutral/Unclear",0.85,"climate_comment_258819",NA
"Neutral/Unclear",0.85,"climate_comment_273889",NA
"Neutral/Unclear",0.85,"climate_comment_221798",NA
"Climate Skeptic",0.95,"climate_comment_181073",NA
"Neutral/Unclear",0.85,"climate_comment_268116",NA
"Climate Believer",0.9,"climate_comment_272372",NA
"Neutral/Unclear",0.85,"climate_comment_169161",NA
"Neutral/Unclear",0.85,"climate_comment_196514",NA
"Neutral/Unclear",0.95,"climate_comment_269312",NA
"Neutral/Unclear",0.85,"climate_comment_236848",NA
"Neutral/Unclear",0.85,"climate_comment_188916",NA
"Neutral/Unclear",0.9,"climate_comment_253140",NA
"Neutral/Unclear",0.85,"climate_comment_276835",NA
"Neutral/Unclear",0.85,"climate_comment_235485",NA
"Climate Believer",0.85,"climate_comment_252902",NA
"Neutral/Unclear",0.85,"climate_comment_223797",NA
"Neutral/Unclear",0.9,"climate_comment_177830",NA
"Neutral/Unclear",0.85,"climate_comment_272374",NA
"Climate Skeptic",0.85,"climate_comment_206243",NA
"Neutral/Unclear",0.85,"climate_comment_269313",NA
"Neutral/Unclear",0.9,"climate_comment_255080",NA
"Neutral/Unclear",0.75,"climate_comment_227750",NA
"Neutral/Unclear",0.9,"climate_comment_253141",NA
"Neutral/Unclear",0.75,"climate_comment_274093",NA
"Neutral/Unclear",0.85,"climate_comment_196715",NA
"Neutral/Unclear",0.85,"climate_comment_211027",NA
"Neutral/Unclear",0.9,"climate_comment_196716",NA
"Climate Believer",0.85,"climate_comment_242107",NA
"Neutral/Unclear",0.85,"climate_comment_227751",NA
"Neutral/Unclear",0.85,"climate_comment_178176",NA
"Neutral/Unclear",0.95,"climate_comment_238764",NA
"Neutral/Unclear",0.85,"climate_comment_273691",NA
"Climate Skeptic",0.85,"climate_comment_207714",NA
"Climate Believer",0.85,"climate_comment_254409",NA
"Climate Skeptic",0.85,"climate_comment_178178",NA
"Neutral/Unclear",0.75,"climate_comment_178115",NA
"Neutral/Unclear",0.95,"climate_comment_187320",NA
"Neutral/Unclear",0.9,"climate_comment_249478",NA
"Neutral/Unclear",0.95,"climate_comment_229797",NA
"Neutral/Unclear",0.75,"climate_comment_240736",NA
"Neutral/Unclear",0.95,"climate_comment_237218",NA
"Climate Skeptic",0.85,"climate_comment_177202",NA
"Neutral/Unclear",0.85,"climate_comment_205408",NA
"Climate Skeptic",0.85,"climate_comment_248111",NA
"Neutral/Unclear",0.9,"climate_comment_182669",NA
"Neutral/Unclear",0.85,"climate_comment_265974",NA
"Climate Believer",0.85,"climate_comment_269930",NA
"Neutral/Unclear",0.85,"climate_comment_177203",NA
"Neutral/Unclear",0.85,"climate_comment_236083",NA
"Neutral/Unclear",0.9,"climate_comment_269667",NA
"Neutral/Unclear",0.9,"climate_comment_248112",NA
"Neutral/Unclear",0.95,"climate_comment_279196",NA
"Neutral/Unclear",0.75,"climate_comment_248341",NA
"Neutral/Unclear",0.85,"climate_comment_248108",NA
"Neutral/Unclear",0.85,"climate_comment_256721",NA
"Climate Believer",0.9,"climate_comment_205558",NA
"Neutral/Unclear",0.85,"climate_comment_234340",NA
"Neutral/Unclear",0.85,"climate_comment_171718",NA
"Climate Skeptic",0.95,"climate_comment_219916",NA
"Neutral/Unclear",0.75,"climate_comment_256264",NA
"Neutral/Unclear",0.95,"climate_comment_272325",NA
"Neutral/Unclear",0.85,"climate_comment_193404",NA
"Neutral/Unclear",0.95,"climate_comment_219918",NA
"Neutral/Unclear",0.95,"climate_comment_261739",NA
"Neutral/Unclear",0.85,"climate_comment_177626",NA
"Climate Believer",0.85,"climate_comment_177625",NA
"Neutral/Unclear",0.85,"climate_comment_223222",NA
"Neutral/Unclear",0.85,"climate_comment_268678",NA
"Climate Skeptic",0.85,"climate_comment_248657",NA
"Neutral/Unclear",0.85,"climate_comment_206258",NA
"Climate Skeptic",0.9,"climate_comment_261644",NA
"Neutral/Unclear",0.85,"climate_comment_189101",NA
"Climate Skeptic",0.95,"climate_comment_228020",NA
"Neutral/Unclear",0.85,"climate_comment_249276",NA
"Neutral/Unclear",0.85,"climate_comment_264737",NA
"Neutral/Unclear",0.85,"climate_comment_168753",NA
"Neutral/Unclear",0.85,"climate_comment_168752",NA
"Neutral/Unclear",0.7,"climate_comment_233429",NA
"Climate Skeptic",0.85,"climate_comment_168856",NA
"Climate Skeptic",0.85,"climate_comment_276807",NA
"Climate Skeptic",0.95,"climate_comment_264892",NA
"Neutral/Unclear",0.85,"climate_comment_234997",NA
"Neutral/Unclear",0.9,"climate_comment_177898",NA
"Neutral/Unclear",0.95,"climate_comment_174522",NA
"Neutral/Unclear",0.85,"climate_comment_245372",NA
"Neutral/Unclear",0.85,"climate_comment_249650",NA
"Climate Skeptic",0.85,"climate_comment_231124",NA
"Climate Believer",0.85,"climate_comment_219601",NA
"Neutral/Unclear",0.85,"climate_comment_219603",NA
"Neutral/Unclear",0.85,"climate_comment_187483",NA
"Neutral/Unclear",0.85,"climate_comment_187891",NA
"Climate Believer",0.85,"climate_comment_272651",NA
"Neutral/Unclear",0.85,"climate_comment_253701",NA
"Neutral/Unclear",0.75,"climate_comment_171268",NA
"Climate Skeptic",0.95,"climate_comment_269769",NA
"Neutral/Unclear",0.85,"climate_comment_205535",NA
"Neutral/Unclear",0.85,"climate_comment_281047",NA
"Climate Skeptic",0.85,"climate_comment_265047",NA
"Neutral/Unclear",0.85,"climate_comment_257505",NA
"Climate Skeptic",0.85,"climate_comment_181078",NA
"Climate Skeptic",0.85,"climate_comment_212360",NA
"Neutral/Unclear",0.75,"climate_comment_201504",NA
"Neutral/Unclear",0.85,"climate_comment_168789",NA
"Neutral/Unclear",0.85,"climate_comment_206571",NA
"Neutral/Unclear",0.85,"climate_comment_254966",NA
"Neutral/Unclear",0.85,"climate_comment_269753",NA
"Climate Believer",0.85,"climate_comment_173277",NA
"Neutral/Unclear",0.85,"climate_comment_208833",NA
"Climate Skeptic",0.85,"climate_comment_230057",NA
"Climate Skeptic",0.85,"climate_comment_214996",NA
"Climate Skeptic",0.85,"climate_comment_194295",NA
"Climate Skeptic",0.9,"climate_comment_253337",NA
"Climate Believer",0.9,"climate_comment_269191",NA
"Climate Believer",0.75,"climate_comment_213388",NA
"Neutral/Unclear",0.9,"climate_comment_208834",NA
"Neutral/Unclear",0.85,"climate_comment_226638",NA
"Climate Believer",0.9,"climate_comment_187583",NA
"Neutral/Unclear",0.95,"climate_comment_184119",NA
"Neutral/Unclear",0.85,"climate_comment_254643",NA
"Climate Believer",0.85,"climate_comment_192543",NA
"Climate Believer",0.85,"climate_comment_199863",NA
"Neutral/Unclear",0.85,"climate_comment_280379",NA
"Neutral/Unclear",0.85,"climate_comment_196049",NA
"Neutral/Unclear",0.95,"climate_comment_214883",NA
"Neutral/Unclear",0.85,"climate_comment_225961",NA
"Neutral/Unclear",0.85,"climate_comment_271807",NA
"Climate Skeptic",0.85,"climate_comment_199416",NA
"Climate Skeptic",0.85,"climate_comment_225209",NA
"Climate Believer",0.85,"climate_comment_201061",NA
"Neutral/Unclear",0.85,"climate_comment_243941",NA
"Neutral/Unclear",0.85,"climate_comment_248568",NA
"Neutral/Unclear",0.85,"climate_comment_192067",NA
"Neutral/Unclear",0.85,"climate_comment_279433",NA
"Climate Believer",0.85,"climate_comment_183383",NA
"Neutral/Unclear",0.85,"climate_comment_234197",NA
"Neutral/Unclear",0.85,"climate_comment_243942",NA
"Neutral/Unclear",0.85,"climate_comment_232278",NA
"Neutral/Unclear",0.95,"climate_comment_198485",NA
"Neutral/Unclear",0.95,"climate_comment_233777",NA
"Climate Believer",0.85,"climate_comment_235080",NA
"Climate Believer",0.85,"climate_comment_179172",NA
"Neutral/Unclear",0.85,"climate_comment_243214",NA
"Neutral/Unclear",0.95,"climate_comment_251683",NA
"Neutral/Unclear",0.85,"climate_comment_242862",NA
"Neutral/Unclear",0.85,"climate_comment_190417",NA
"Neutral/Unclear",0.85,"climate_comment_261371",NA
"Neutral/Unclear",0.85,"climate_comment_179672",NA
"Neutral/Unclear",0.85,"climate_comment_174410",NA
"Neutral/Unclear",0.95,"climate_comment_229282",NA
"Neutral/Unclear",0.85,"climate_comment_224809",NA
"Neutral/Unclear",0.85,"climate_comment_224405",NA
"Neutral/Unclear",0.9,"climate_comment_168926",NA
"Neutral/Unclear",0.85,"climate_comment_277232",NA
"Neutral/Unclear",0.95,"climate_comment_256056",NA
"Neutral/Unclear",0.95,"climate_comment_218814",NA
"Neutral/Unclear",0.85,"climate_comment_245415",NA
"Neutral/Unclear",0.75,"climate_comment_247748",NA
"Climate Skeptic",0.85,"climate_comment_200976",NA
"Neutral/Unclear",0.85,"climate_comment_200977",NA
"Neutral/Unclear",0.9,"climate_comment_278949",NA
"Climate Believer",0.85,"climate_comment_277127",NA
"Neutral/Unclear",0.85,"climate_comment_266084",NA
"Neutral/Unclear",0.75,"climate_comment_268491",NA
"Neutral/Unclear",0.85,"climate_comment_263937",NA
"Neutral/Unclear",0.9,"climate_comment_263527",NA
"Neutral/Unclear",0.85,"climate_comment_236983",NA
"Neutral/Unclear",0.85,"climate_comment_169644",NA
"Neutral/Unclear",0.95,"climate_comment_213454",NA
"Climate Believer",0.85,"climate_comment_177834",NA
"Neutral/Unclear",0.9,"climate_comment_215218",NA
"Climate Skeptic",0.95,"climate_comment_252414",NA
"Neutral/Unclear",0.85,"climate_comment_275604",NA
"Neutral/Unclear",0.9,"climate_comment_194513",NA
"Climate Skeptic",0.95,"climate_comment_169468",NA
"Climate Believer",0.9,"climate_comment_253280",NA
"Climate Skeptic",0.95,"climate_comment_186030",NA
"Neutral/Unclear",0.85,"climate_comment_253281",NA
"Neutral/Unclear",0.85,"climate_comment_222448",NA
"Climate Believer",0.85,"climate_comment_203012",NA
"Climate Skeptic",0.85,"climate_comment_185314",NA
"Neutral/Unclear",0.85,"climate_comment_193677",NA
"Climate Skeptic",0.85,"climate_comment_185316",NA
"Neutral/Unclear",0.85,"climate_comment_255382",NA
"Climate Skeptic",0.85,"climate_comment_185317",NA
"Neutral/Unclear",0.85,"climate_comment_175291",NA
"Neutral/Unclear",0.95,"climate_comment_271615",NA
"Climate Skeptic",0.85,"climate_comment_244219",NA
"Neutral/Unclear",0.9,"climate_comment_226968",NA
"Neutral/Unclear",0.85,"climate_comment_172921",NA
"Neutral/Unclear",0.85,"climate_comment_201306",NA
"Climate Believer",0.85,"climate_comment_198315",NA
"Neutral/Unclear",0.9,"climate_comment_264148",NA
"Neutral/Unclear",0.75,"climate_comment_273656",NA
"Neutral/Unclear",0.75,"climate_comment_269737",NA
"Neutral/Unclear",0.85,"climate_comment_170850",NA
"Neutral/Unclear",0.85,"climate_comment_273657",NA
"Neutral/Unclear",0.85,"climate_comment_217810",NA
"Neutral/Unclear",0.75,"climate_comment_200174",NA
"Neutral/Unclear",0.85,"climate_comment_242587",NA
"Neutral/Unclear",0.95,"climate_comment_211278",NA
"Neutral/Unclear",0.95,"climate_comment_280115",NA
"Neutral/Unclear",0.85,"climate_comment_186292",NA
"Neutral/Unclear",0.85,"climate_comment_273658",NA
"Climate Skeptic",0.85,"climate_comment_243906",NA
"Climate Believer",0.85,"climate_comment_273816",NA
"Neutral/Unclear",0.85,"climate_comment_217809",NA
"Neutral/Unclear",0.85,"climate_comment_188016",NA
"Neutral/Unclear",0.9,"climate_comment_203703",NA
"Neutral/Unclear",0.85,"climate_comment_199729",NA
"Neutral/Unclear",0.85,"climate_comment_251183",NA
"Neutral/Unclear",0.85,"climate_comment_189518",NA
"Climate Skeptic",0.85,"climate_comment_275444",NA
"Climate Skeptic",0.92,"climate_comment_259287",NA
"Climate Skeptic",0.95,"climate_comment_228845",NA
"Neutral/Unclear",0.95,"climate_comment_222199",NA
"Climate Skeptic",0.75,"climate_comment_250573",NA
"Neutral/Unclear",0.85,"climate_comment_246749",NA
"Neutral/Unclear",0.85,"climate_comment_172411",NA
"Neutral/Unclear",0.85,"climate_comment_278172",NA
"Neutral/Unclear",0.85,"climate_comment_223556",NA
"Neutral/Unclear",0.85,"climate_comment_211626",NA
"Neutral/Unclear",0.95,"climate_comment_182506",NA
"Neutral/Unclear",0.85,"climate_comment_213946",NA
"Climate Skeptic",0.85,"climate_comment_242429",NA
"Neutral/Unclear",0.85,"climate_comment_278441",NA
"Climate Skeptic",0.95,"climate_comment_191300",NA
"Neutral/Unclear",0.75,"climate_comment_242431",NA
"Neutral/Unclear",0.85,"climate_comment_176049",NA
"Neutral/Unclear",0.85,"climate_comment_278438",NA
"Neutral/Unclear",0.85,"climate_comment_274076",NA
"Neutral/Unclear",0.85,"climate_comment_258606",NA
"Climate Skeptic",0.95,"climate_comment_179815",NA
"Neutral/Unclear",0.85,"climate_comment_235855",NA
"Climate Skeptic",0.85,"climate_comment_170501",NA
"Climate Skeptic",0.95,"climate_comment_211140",NA
"Neutral/Unclear",0.95,"climate_comment_209170",NA
"Climate Skeptic",0.85,"climate_comment_189893",NA
"Neutral/Unclear",0.9,"climate_comment_195496",NA
"Climate Skeptic",0.85,"climate_comment_213591",NA
"Neutral/Unclear",0.9,"climate_comment_207676",NA
"Neutral/Unclear",0.95,"climate_comment_263503",NA
"Climate Skeptic",0.85,"climate_comment_268739",NA
"Neutral/Unclear",0.9,"climate_comment_216787",NA
"Neutral/Unclear",0.9,"climate_comment_214254",NA
"Climate Skeptic",0.92,"climate_comment_216727",NA
"Neutral/Unclear",0.85,"climate_comment_225703",NA
"Neutral/Unclear",0.85,"climate_comment_226073",NA
"Neutral/Unclear",0.75,"climate_comment_213592",NA
"Neutral/Unclear",0.9,"climate_comment_206528",NA
"Neutral/Unclear",0.85,"climate_comment_263014",NA
"Neutral/Unclear",0.85,"climate_comment_256301",NA
"Neutral/Unclear",0.85,"climate_comment_225704",NA
"Climate Skeptic",0.85,"climate_comment_258721",NA
"Neutral/Unclear",0.9,"climate_comment_208502",NA
"Climate Skeptic",0.85,"climate_comment_278591",NA
"Climate Skeptic",0.85,"climate_comment_202490",NA
"Climate Skeptic",0.85,"climate_comment_196015",NA
"Neutral/Unclear",0.85,"climate_comment_208503",NA
"Climate Believer",0.9,"climate_comment_280252",NA
"Neutral/Unclear",0.85,"climate_comment_221439",NA
"Climate Believer",0.85,"climate_comment_175831",NA
"Neutral/Unclear",0.75,"climate_comment_170101",NA
"Neutral/Unclear",0.85,"climate_comment_195218",NA
"Neutral/Unclear",0.75,"climate_comment_194497",NA
"Neutral/Unclear",0.85,"climate_comment_186864",NA
"Climate Believer",0.85,"climate_comment_194496",NA
"Climate Skeptic",0.85,"climate_comment_207657",NA
"Neutral/Unclear",0.85,"climate_comment_231863",NA
"Neutral/Unclear",0.95,"climate_comment_280253",NA
"Neutral/Unclear",0.85,"climate_comment_245944",NA
"Climate Skeptic",0.85,"climate_comment_253914",NA
"Climate Believer",0.85,"climate_comment_217217",NA
"Climate Skeptic",0.92,"climate_comment_279919",NA
"Neutral/Unclear",0.9,"climate_comment_207658",NA
"Climate Skeptic",0.85,"climate_comment_225385",NA
"Neutral/Unclear",0.85,"climate_comment_217219",NA
"Climate Believer",0.85,"climate_comment_197684",NA
"Climate Skeptic",0.85,"climate_comment_255713",NA
"Neutral/Unclear",0.85,"climate_comment_179141",NA
"Neutral/Unclear",0.75,"climate_comment_242644",NA
"Climate Skeptic",0.85,"climate_comment_256485",NA
"Neutral/Unclear",0.85,"climate_comment_267413",NA
"Climate Believer",0.9,"climate_comment_245958",NA
"Neutral/Unclear",0.75,"climate_comment_200068",NA
"Climate Believer",0.85,"climate_comment_214107",NA
"Climate Skeptic",0.75,"climate_comment_205577",NA
"Neutral/Unclear",0.85,"climate_comment_231247",NA
"Neutral/Unclear",0.95,"climate_comment_262481",NA
"Neutral/Unclear",0.85,"climate_comment_173179",NA
"Neutral/Unclear",0.85,"climate_comment_253345",NA
"Climate Skeptic",0.85,"climate_comment_176134",NA
"Neutral/Unclear",0.85,"climate_comment_189158",NA
"Neutral/Unclear",0.85,"climate_comment_206821",NA
"Neutral/Unclear",0.85,"climate_comment_236661",NA
"Neutral/Unclear",0.85,"climate_comment_187446",NA
"Climate Skeptic",0.95,"climate_comment_257186",NA
"Neutral/Unclear",0.85,"climate_comment_239771",NA
"Neutral/Unclear",0.85,"climate_comment_192231",NA
"Climate Believer",0.85,"climate_comment_190958",NA
"Neutral/Unclear",0.9,"climate_comment_208327",NA
"Climate Skeptic",0.85,"climate_comment_207537",NA
"Neutral/Unclear",0.75,"climate_comment_246152",NA
"Climate Skeptic",0.85,"climate_comment_205249",NA
"Climate Believer",0.85,"climate_comment_217516",NA
"Neutral/Unclear",0.85,"climate_comment_264565",NA
"Neutral/Unclear",0.85,"climate_comment_239965",NA
"Climate Skeptic",0.85,"climate_comment_215661",NA
"Climate Believer",0.85,"climate_comment_278507",NA
"Neutral/Unclear",0.9,"climate_comment_188217",NA
"Climate Skeptic",0.95,"climate_comment_204064",NA
"Climate Skeptic",0.99,"climate_comment_203469",NA
"Neutral/Unclear",0.85,"climate_comment_250191",NA
"Neutral/Unclear",0.9,"climate_comment_187011",NA
"Climate Believer",0.85,"climate_comment_182537",NA
"Neutral/Unclear",0.85,"climate_comment_253862",NA
"Neutral/Unclear",0.75,"climate_comment_179435",NA
"Neutral/Unclear",0.85,"climate_comment_200422",NA
"Neutral/Unclear",0.85,"climate_comment_223215",NA
"Neutral/Unclear",0.95,"climate_comment_263723",NA
"Climate Skeptic",0.95,"climate_comment_179413",NA
"Climate Skeptic",0.85,"climate_comment_222737",NA
"Neutral/Unclear",0.9,"climate_comment_263034",NA
"Neutral/Unclear",0.85,"climate_comment_260234",NA
